Model Number,Item Name,Description,UPC Code,Estimated Lead Time (Days),List Price,My Price,Future Price Effective Date,Future List Price,Future My Price,Note on Estimated Lead Time,,,,,,,,
CA-1PS-BR,CLARO 15A SWTCH SP,CLARO ACC SINGLE POLE-CA-1PS-BR,784276016056             ,55,9.20,4.60,2022-07-11,9.20,4.60,Ships in 11-12 weeks,,,,,,,,
CA-1PS-GR,CLARO 15A SWTCH SP,CLARO ACC SINGLE POLE-CA-1PS-GR,784276016070             ,55,9.20,4.60,2022-07-11,9.20,4.60,Ships in 11-12 weeks,,,,,,,,
CA-1PS-IV,CLARO 15A SWTCH SP,CLARO ACC SINGLE POLE-CA-1PS-IV,784276016094             ,55,9.20,4.60,2022-07-11,9.20,4.60,Ships in 11-12 weeks,,,,,,,,
CA-1PS-LA,CLARO 15A SWTCH SP,CLARO ACC SINGLE POLE-CA-1PS-LA,784276016117             ,55,9.20,4.60,2022-07-11,9.20,4.60,Ships in 11-12 weeks,,,,,,,,
CA-1PSNL-AL,CLARO 15A SWTCH SP NLITE,CLARO 120VAC/600W SP SWITCH-CA-1PSNL-AL,027557291682             ,55,18.00,9.00,2022-07-11,18.00,9.00,Ships in 11-12 weeks,,,,,,,,
CA-1PSNL-IV,CLARO 15A SWTCH SP NLITE,CLARO 120VAC/600W SP SWITCH-CA-1PSNL-IV,027557291729             ,55,18.00,9.00,2022-07-11,18.00,9.00,Ships in 11-12 weeks,,,,,,,,
CA-1PSNL-LA,CLARO 15A SWTCH SP NLITE,CLARO 120VAC/600W SP SWITCH-CA-1PSNL-LA,027557291699             ,55,18.00,9.00,2022-07-11,18.00,9.00,Ships in 11-12 weeks,,,,,,,,
CA-1PSNL-WH,CLARO 15A SWTCH SP NLITE,CLARO 120VAC/600W SP SWITCH-CA-1PSNL-WH,027557291668             ,55,18.00,9.00,2022-07-11,18.00,9.00,Ships in 11-12 weeks,,,,,,,,
CA-1PS-WH,CLARO 15A SWTCH SP,CLARO ACC SINGLE POLE-CA-1PS-WH,784276016131             ,55,9.20,4.60,2022-07-11,9.20,4.60, Estimated to ship in 11-17 wks,,,,,,,,
CA-3PS-AL,CLARO 15A SWTCH 3WY,CLARO ACC 3-WAY SWITCH-CA-3PS-AL,784276016155             ,30,10.20,5.10,2022-07-11,10.20,5.10,Ships in 6-7 weeks,,,,,,,,
CA-3PS-BL,CLARO 15A SWTCH 3WY,CLARO ACC 3-WAY SWITCH-CA-3PS-BL,784276016179             ,65,10.20,5.10,2022-07-11,10.20,5.10, Estimated to ship in 13-20 wks,,,,,,,,
CA-3PS-BR,CLARO 15A SWTCH 3WY,CLARO ACC 3-WAY SWITCH-CA-3PS-BR,784276016193             ,30,10.20,5.10,2022-07-11,10.20,5.10,Ships in 6-7 weeks,,,,,,,,
CA-3PS-GR,CLARO 15A SWTCH 3WY,CLARO ACC 3-WAY SWITCH-CA-3PS-GR,784276016216             ,30,10.20,5.10,2022-07-11,10.20,5.10,Ships in 6-7 weeks,,,,,,,,
CA-3PS-IV,CLARO 15A SWTCH 3WY,CLARO ACC 3-WAY SWITCH-CA-3PS-IV,784276016230             ,30,10.20,5.10,2022-07-11,10.20,5.10,Ships in 6-7 weeks,,,,,,,,
CA-3PS-LA,CLARO 15A SWTCH 3WY,CLARO ACC 3-WAY SWITCH-CA-3PS-LA,784276016254             ,60,10.20,5.10,2022-07-11,10.20,5.10, Estimated to ship in 12-13 wks,,,,,,,,
CA-3PSNL-AL,CLARO 15A SWTCH 3WY NLITE,CLARO 120VAC/600W 3W SWITCH-CA-3PSNL-AL,027557291965             ,30,18.60,9.30,2022-07-11,18.60,9.30,Ships in 6-7 weeks,,,,,,,,
CA-3PSNL-IV,CLARO 15A SWTCH 3WY NLITE,CLARO 120VAC/600W 3W SWITCH-CA-3PSNL-IV,027557292009             ,30,18.60,9.30,2022-07-11,18.60,9.30,Ships in 6-7 weeks,,,,,,,,
CA-3PSNL-LA,CLARO 15A SWTCH 3WY NLITE,CLARO 120VAC/600W 3W SWITCH-CA-3PSNL-LA,027557291972             ,30,18.60,9.30,2022-07-11,18.60,9.30,Ships in 6-7 weeks,,,,,,,,
CA-3PSNL-WH,CLARO 15A SWTCH 3WY NLITE,CLARO 120VAC/600W 3W SWITCH-CA-3PSNL-WH,027557291941             ,30,18.60,9.30,2022-07-11,18.60,9.30,Ships in 6-7 weeks,,,,,,,,
CA-3PS-WH,CLARO 15A SWTCH 3WY,CLARO ACC 3-WAY SWITCH-CA-3PS-WH,784276016278             ,30,10.20,5.10,2022-07-11,10.20,5.10,Ships in 6-7 weeks,,,,,,,,
CA-4PS-AL,CLARO 15A SWTCH 4WY,CLARO ACC 4-WAY SWITCH-CA-4PS-AL,784276016292             ,10,24.40,12.20,2022-07-11,24.40,12.20,Ships in 2-3 weeks,,,,,,,,
CA-4PS-BL,CLARO 15A SWTCH 4WY,CLARO ACC 4-WAY SWITCH-CA-4PS-BL,784276016315             ,15,24.40,12.20,2022-07-11,24.40,12.20, Estimated to ship in 3-5 wks,,,,,,,,
CA-4PS-BR,CLARO 15A SWTCH 4WY,CLARO ACC 4-WAY SWITCH-CA-4PS-BR,784276016339             ,10,24.40,12.20,2022-07-11,24.40,12.20,Ships in 2-3 weeks,,,,,,,,
CA-4PS-GR,CLARO 15A SWTCH 4WY,CLARO ACC 4-WAY SWITCH-CA-4PS-GR,784276016353             ,10,24.40,12.20,2022-07-11,24.40,12.20,Ships in 2-3 weeks,,,,,,,,
CA-4PS-IV,CLARO 15A SWTCH 4WY,CLARO ACC 4-WAY SWITCH-CA-4PS-IV,784276016377             ,10,24.40,12.20,2022-07-11,24.40,12.20,Ships in 2-3 weeks,,,,,,,,
CA-4PS-LA,CLARO 15A SWTCH 4WY,CLARO ACC 4-WAY SWITCH-CA-4PS-LA,784276016391             ,10,24.40,12.20,2022-07-11,24.40,12.20,Ships in 2-3 weeks,,,,,,,,
CA-4PSNL-AL,CLARO 15A SWTCH 4WY NLITE,CLARO 120VAC/600W 4W SWITCH-CA-4PSNL-AL,027557292245             ,10,33.60,16.80,2022-07-11,33.60,16.80,Ships in 2-3 weeks,,,,,,,,
CA-4PSNL-IV,CLARO 15A SWTCH 4WY NLITE,CLARO 120VAC/600W 4W SWITCH-CA-4PSNL-IV,027557292283             ,10,33.60,16.80,2022-07-11,33.60,16.80,Ships in 2-3 weeks,,,,,,,,
CA-4PSNL-LA,CLARO 15A SWTCH 4WY NLITE,CLARO 120VAC/600W 4W SWITCH-CA-4PSNL-LA,027557292252             ,10,33.60,16.80,2022-07-11,33.60,16.80,Ships in 2-3 weeks,,,,,,,,
CA-4PSNL-WH,CLARO 15A SWTCH 4WY NLITE,CLARO 120VAC/600W 4W SWITCH-CA-4PSNL-WH,027557292221             ,10,33.60,16.80,2022-07-11,33.60,16.80,Ships in 2-3 weeks,,,,,,,,
CA-4PS-WH,CLARO 15A SWTCH 4WY,CLARO ACC 4-WAY SWITCH-CA-4PS-WH,784276016414             ,10,24.40,12.20,2022-07-11,24.40,12.20, Estimated to ship in 2-3 wks,,,,,,,,
CA-6PF-AL,CLARO AL 6PORT FRAME W/BLANKS,SIX PORT FRAME W/BLANKS CA-CA-6PF-AL,027557061872             ,5,22.40,11.20,2022-07-11,22.40,11.20,Ships in 1-2 weeks,,,,,,,,
CA-6PF-BL,CLARO BL 6PORT FRAME W/BLANKS,SIX PORT FRAME W/BLANKS CA-CA-6PF-BL,027557061865             ,5,22.40,11.20,2022-07-11,22.40,11.20,Ships in 1-2 weeks,,,,,,,,
CA-6PF-BR,CLARO BR 6PORT FRAME W/BLANKS,SIX PORT FRAME W/BLANKS CA-CA-6PF-BR,027557061902             ,5,22.40,11.20,2022-07-11,22.40,11.20,Ships in 1-2 weeks,,,,,,,,
CA-6PF-GR,CLARO GR 6PORT FRAME W/BLANKS,SIX PORT FRAME W/BLANKS CA-CA-6PF-GR,027557061919             ,5,22.40,11.20,2022-07-11,22.40,11.20,Ships in 1-2 weeks,,,,,,,,
CA-6PF-IV,CLARO IV 6PORT FRAME W/BLANKS,SIX PORT FRAME W/BLANKS CA-CA-6PF-IV,027557061926             ,5,22.40,11.20,2022-07-11,22.40,11.20,Ships in 1-2 weeks,,,,,,,,
CA-6PF-LA,CLARO LA 6PORT FRAME W/BLANKS,SIX PORT FRAME W/BLANKS CA-CA-6PF-LA,027557061896             ,5,22.40,11.20,2022-07-11,22.40,11.20,Ships in 1-2 weeks,,,,,,,,
CA-6PF-WH,CLARO WH 6PORT FRAME W/BLANKS,SIX PORT FRAME W/BLANKS CA-CA-6PF-WH,027557061889             ,5,22.40,11.20,2022-07-11,22.40,11.20, Ships in 5 business days,,,,,,,,
CA-CJ-AL,CLARO 75-OHM CABLE JACK,CLARO CABLE TV JACK-CA-CJ-AL,784276013574             ,20,8.50,4.25,2022-07-11,8.50,4.25,Ships in 4-5 weeks,,,,,,,,
CA-CJ-BL,CLARO 75-OHM CABLE JACK,CLARO CABLE TV JACK-CA-CJ-BL,784276013598             ,65,8.50,4.25,2022-07-11,8.50,4.25, Estimated to ship in 13-20 wks,,,,,,,,
CA-CJ-BR,CLARO 75-OHM CABLE JACK,CLARO CABLE TV JACK-CA-CJ-BR,784276013611             ,20,8.50,4.25,2022-07-11,8.50,4.25,Ships in 4-5 weeks,,,,,,,,
CA-CJ-GR,CLARO 75-OHM CABLE JACK,CLARO CABLE TV JACK-CA-CJ-GR,784276013635             ,20,8.50,4.25,2022-07-11,8.50,4.25,Ships in 4-5 weeks,,,,,,,,
CA-CJ-IV,CLARO 75-OHM CABLE JACK,CLARO CABLE TV JACK-CA-CJ-IV,784276013659             ,20,8.50,4.25,2022-07-11,8.50,4.25,Ships in 4-5 weeks,,,,,,,,
CA-CJ-LA,CLARO CABLE TV JACK,CLARO CABLE TV JACK-CA-CJ-LA,784276013673             ,30,8.50,4.25,2022-07-11,8.50,4.25,Ships in 6-7 weeks,,,,,,,,
CA-CJ-WH,CLARO 75-OHM CABLE JACK,CLARO CABLE TV JACK-CA-CJ-WH,784276013697             ,20,8.50,4.25,2022-07-11,8.50,4.25, Ships in 20 business days,,,,,,,,
CA-PJ-AL,CLARO PHONE JACK,CLARO TELEPHONE JACK-CA-PJ-AL,784276013710             ,10,8.50,4.25,2022-07-11,8.50,4.25,Ships in 2-3 weeks,,,,,,,,
CA-PJ-BL,CLARO PHONE JACK,CLARO TELEPHONE JACK-CA-PJ-BL,784276013734             ,10,8.50,4.25,2022-07-11,8.50,4.25,Ships in 2-3 weeks,,,,,,,,
CA-PJ-BR,CLARO PHONE JACK,CLARO TELEPHONE JACK-CA-PJ-BR,784276013758             ,5,8.50,4.25,2022-07-11,8.50,4.25,Ships in 1-2 weeks,,,,,,,,
CA-PJ-GR,CLARO PHONE JACK,CLARO TELEPHONE JACK-CA-PJ-GR,784276013772             ,5,8.50,4.25,2022-07-11,8.50,4.25,Ships in 1-2 weeks,,,,,,,,
CA-PJ-IV,CLARO PHONE JACK,CLARO TELEPHONE JACK-CA-PJ-IV,784276013796             ,5,8.50,4.25,2022-07-11,8.50,4.25,Ships in 1-2 weeks,,,,,,,,
CA-PJ-LA,CLARO PHONE JACK,CLARO TELEPHONE JACK-CA-PJ-LA,784276013819             ,5,8.50,4.25,2022-07-11,8.50,4.25,Ships in 1-2 weeks,,,,,,,,
CA-PJ-WH,CLARO PHONE JACK,CLARO TELEPHONE JACK-CA-PJ-WH,784276013833             ,5,8.50,4.25,2022-07-11,8.50,4.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-AL,CLARO 15A RECP,"15A CLARO RECEPTACLE, ALMOND-CAR-15-AL",784276013291             ,2,8.20,4.10,2022-07-10,8.90,4.45,Ships in 1-2 weeks,,,,,,,,
CAR-15-BL,CLARO 15A RECP,"15A CLARO RECEPTACLE, BLACK-CAR-15-BL",784276013314             ,2,8.20,4.10,2022-07-10,8.90,4.45, Ships in 2 business days,,,,,,,,
CAR-15-BR,CLARO 15A RECP,"15A CLARO RECEPTACLE, BROWN-CAR-15-BR",784276013338             ,10,8.20,4.10,2022-07-10,8.90,4.45,Ships in 2-3 weeks,,,,,,,,
CAR-15-DDTR-AL,CLARO 15A RECP DUALDM TR,CLARO 15 A TAMPER RESIST-CAR-15-DDTR-AL,027557778916             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-DDTR-BL,CLARO 15A RECP DUALDM TR,CLARO 15 A TAMPER RESIST-CAR-15-DDTR-BL,027557778947             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-DDTR-BR,CLARO 15A RECP DUALDM TR,CLARO 15 A TAMPER RESIST-CAR-15-DDTR-BR,027557778978             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-DDTR-GR,CLARO 15A RECP DUALDM TR,CLARO 15 A TAMPER RESIST-CAR-15-DDTR-GR,027557779005             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-DDTR-IV,CLARO 15A RECP DUALDM TR,CLARO 15 A TAMPER RESIST-CAR-15-DDTR-IV,027557779036             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-DDTR-LA,CLARO 15A RECP DUALDM TR,CLARO 15 A TAMPER RESIST-CAR-15-DDTR-LA,027557779067             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-DDTR-WH,CLARO 15A RECP DUALDM TR,CLARO 15 A TAMPER RESIST-CAR-15-DDTR-WH,027557779098             ,10,35.40,17.70,2022-07-10,38.50,19.25,Ships in 2-3 weeks,,,,,,,,
CAR-15-GFST-AL,CLARO 15A RECP SLF-TSTING GFCI,CA 15A GFCI SELF TESTING-CAR-15-GFST-AL,784276159517             ,20,72.00,36.00,2022-07-10,78.00,39.00,Ships in 4-5 weeks,,,,,,,,
CAR-15-GFST-BL,CLARO 15A RECP SLF-TSTING GFCI,CA 15A GFCI SELF TESTING-CAR-15-GFST-BL,784276159524             ,35,72.00,36.00,2022-07-10,78.00,39.00, Estimated to ship in 7-11 wks,,,,,,,,
CAR-15-GFST-BR,CLARO 15A RECP SLF-TSTING GFCI,CA 15A GFCI SELF TESTING-CAR-15-GFST-BR,784276159531             ,20,72.00,36.00,2022-07-10,78.00,39.00,Ships in 4-5 weeks,,,,,,,,
CAR-15-GFST-GR,CLARO 15A RECP SLF-TSTING GFCI,CA 15A GFCI SELF TESTING-CAR-15-GFST-GR,784276159548             ,20,72.00,36.00,2022-07-10,78.00,39.00,Ships in 4-5 weeks,,,,,,,,
CAR-15-GFST-IV,CLARO 15A RECP SLF-TSTING GFCI,CA 15A GFCI SELF TESTING-CAR-15-GFST-IV,784276159555             ,20,72.00,36.00,2022-07-10,78.00,39.00,Ships in 4-5 weeks,,,,,,,,
CAR-15-GFST-LA,CLARO 15A RECP SLF-TSTING GFCI,CA 15A GFCI SELF TESTING-CAR-15-GFST-LA,784276159562             ,60,72.00,36.00,2022-07-10,78.00,39.00, Estimated to ship in 12-18 wks,,,,,,,,
CAR-15-GFST-WH,CLARO 15A RECP SLF-TSTING GFCI,CA 15A GFCI SELF TESTING-CAR-15-GFST-WH,784276159579             ,20,72.00,36.00,2022-07-10,78.00,39.00, Estimated to ship in 4-5 wks,,,,,,,,
CAR-15-GR,CLARO 15A RECP,"15A CLARO RECEPTACLE, GRAY-CAR-15-GR",784276013352             ,2,8.20,4.10,2022-07-10,8.90,4.45,Ships in 1-2 weeks,,,,,,,,
CAR-15-HDTR-AL,CLARO 15A RECP HALFDM TR,CLARO 15 A TAMPER RESIST-CAR-15-HDTR-AL,027557779128             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-HDTR-BL,CLARO 15A RECP HALFDM TR,CLARO 15 A TAMPER RESIST-CAR-15-HDTR-BL,027557779159             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-HDTR-BR,CLARO 15A RECP HALFDM TR,CLARO 15 A TAMPER RESIST-CAR-15-HDTR-BR,027557779180             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-HDTR-GR,CLARO 15A RECP HALFDM TR,CLARO 15 A TAMPER RESIST-CAR-15-HDTR-GR,027557779210             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-HDTR-IV,CLARO 15A RECP HALFDM TR,CLARO 15 A TAMPER RESIST-CAR-15-HDTR-IV,027557779241             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-HDTR-LA,CLARO 15A RECP HALFDM TR,CLARO 15 A TAMPER RESIST-CAR-15-HDTR-LA,027557779272             ,2,35.40,17.70,2022-07-10,38.50,19.25,Ships in 1-2 weeks,,,,,,,,
CAR-15-HDTR-WH,CLARO 15A RECP HALFDM TR,CLARO 15 A TAMPER RESIST-CAR-15-HDTR-WH,027557779302             ,10,35.40,17.70,2022-07-10,38.50,19.25,Ships in 2-3 weeks,,,,,,,,
CAR-15-IV,CLARO 15A RECP,"15A CLARO RECEPTACLE, IVORY-CAR-15-IV",784276013376             ,2,8.20,4.10,2022-07-10,8.90,4.45,Ships in 1-2 weeks,,,,,,,,
CAR-15-LA,CLARO 15A RECP,"15A CLARO RECEPTACLE, LIGHT AL",784276013390             ,2,8.20,4.10,2022-07-10,8.90,4.45,Ships in 1-2 weeks,,,,,,,,
CAR-15-UBTR-AL,CLARO 15A RECP USB TR,ALMOND,784276166034             ,10,105.00,52.50,2022-07-10,115.00,57.50,Ships in 2-3 weeks,,,,,,,,
CAR-15-UBTR-BL,CLARO 15A RECP USB TR,BLACK,784276166041             ,45,105.00,52.50,2022-07-10,115.00,57.50, Estimated to ship in 9-14 wks,,,,,,,,
CAR-15-UBTR-BR,CLARO 15A RECP USB TR,BROWN,784276166058             ,10,105.00,52.50,2022-07-10,115.00,57.50,Ships in 2-3 weeks,,,,,,,,
CAR-15-UBTR-GR,CLARO 15A RECP USB TR,GRAY,784276166065             ,10,105.00,52.50,2022-07-10,115.00,57.50,Ships in 2-3 weeks,,,,,,,,
CAR-15-UBTR-IV,CLARO 15A RECP USB TR,IVORY,784276166072             ,10,105.00,52.50,2022-07-10,115.00,57.50,Ships in 2-3 weeks,,,,,,,,
CAR-15-UBTR-LA,CLARO 15A RECP USB TR,LTALMD,784276166089             ,15,105.00,52.50,2022-07-10,115.00,57.50,Ships in 3-4 weeks,,,,,,,,
CAR-15-UBTR-WH,CLARO 15A RECP USB TR,WHITE,784276166096             ,10,105.00,52.50,2022-07-10,115.00,57.50,Ships in 2-3 weeks,,,,,,,,
CAR-15-WH,CLARO 15A RECP,"15A CLARO RECEPTACLE, WHITE-CAR-15-WH",784276013413             ,2,8.20,4.10,2022-07-10,8.90,4.45, Ships in 2 business days,,,,,,,,
CAR-20-DDTR-AL,CLARO 20A RECP DUALDM TR,CLARO 20 A TAMPER RESIST-CAR-20-DDTR-AL,027557779333             ,5,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-DDTR-BL,CLARO 20A RECP DUALDM TR,CLARO 20 A TAMPER RESIST-CAR-20-DDTR-BL,027557779364             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-DDTR-BR,CLARO 20A RECP DUALDM TR,CLARO 20 A TAMPER RESIST-CAR-20-DDTR-BR,027557779395             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-DDTR-GR,CLARO 20A RECP DUALDM TR,CLARO 20 A TAMPER RESIST-CAR-20-DDTR-GR,027557779425             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-DDTR-IV,CLARO 20A RECP DUALDM TR,CLARO 20 A TAMPER RESIST-CAR-20-DDTR-IV,027557779456             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-DDTR-LA,CLARO 20A RECP DUALDM TR,CLARO 20 A TAMPER RESIST-CAR-20-DDTR-LA,027557779487             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-DDTR-WH,CLARO 20A RECP DUALDM TR,CLARO 20 A TAMPER RESIST-CAR-20-DDTR-WH,027557779517             ,10,46.00,23.00,2022-07-10,50.00,25.00,Ships in 2-3 weeks,,,,,,,,
CAR-20-HDTR-AL,CLARO 20A RECP HALFDM TR,CLARO 20 A TAMPER RESIST-CAR-20-HDTR-AL,027557779548             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-HDTR-BL,CLARO 20A RECP HALFDM TR,CLARO 20 A TAMPER RESIST-CAR-20-HDTR-BL,027557779579             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-HDTR-BR,CLARO 20A RECP HALFDM TR,CLARO 20 A TAMPER RESIST-CAR-20-HDTR-BR,027557779609             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-HDTR-GR,CLARO 20A RECP HALFDM TR,CLARO 20 A TAMPER RESIST-CAR-20-HDTR-GR,027557779630             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-HDTR-IV,CLARO 20A RECP HALFDM TR,CLARO 20 A TAMPER RESIST-CAR-20-HDTR-IV,027557779661             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-HDTR-LA,CLARO 20A RECP HALFDM TR,CLARO 20 A TAMPER RESIST-CAR-20-HDTR-LA,027557779692             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR-20-HDTR-WH,CLARO 20A RECP HALFDM TR,CLARO 20 A TAMPER RESIST-CAR-20-HDTR-WH,027557779722             ,2,46.00,23.00,2022-07-10,50.00,25.00,Ships in 1-2 weeks,,,,,,,,
CAR2S-15-DTR-BL,VIVE 15A RECP DPLX TR,BLACK,784276221832             ,10,185.00,101.75,2022-07-10,205.00,112.75,Ships in 2-3 weeks,,,,,,,,
CAR2S-15-DTR-LA,VIVE 15A RECP DPLX TR,LTALMD,784276221825             ,10,185.00,101.75,2022-07-10,205.00,112.75,Ships in 2-3 weeks,,,,,,,,
CAR2S-15-DTR-WH,VIVE 15A RECP DPLX TR,WHITE,784276221801             ,10,185.00,101.75,2022-07-10,205.00,112.75,Ships in 2-3 weeks,,,,,,,,
CAR2S-15-STR-BL,VIVE 15A RECP SNGL TR,BLACK,784276221900             ,10,185.00,101.75,2022-07-10,205.00,112.75,Ships in 2-3 weeks,,,,,,,,
CAR2S-15-STR-LA,VIVE 15A RECP SNGL TR,LTALMD,784276221894             ,10,185.00,101.75,2022-07-10,205.00,112.75,Ships in 2-3 weeks,,,,,,,,
CAR2S-15-STR-WH,VIVE 15A RECP SNGL TR,WHITE,784276221870             ,10,185.00,101.75,2022-07-10,205.00,112.75,Ships in 2-3 weeks,,,,,,,,
CAR2S-20-DTR-BL,VIVE 20A RECP DPLX TR,BLACK,784276221979             ,10,207.00,113.85,2022-07-10,230.00,126.50,Ships in 2-3 weeks,,,,,,,,
CAR2S-20-DTR-LA,VIVE 20A RECP DPLX TR,LTALMD,784276221962             ,10,207.00,113.85,2022-07-10,230.00,126.50,Ships in 2-3 weeks,,,,,,,,
CAR2S-20-DTR-WH,VIVE 20A RECP DPLX TR,WHITE,784276221948             ,10,207.00,113.85,2022-07-10,230.00,126.50,Ships in 2-3 weeks,,,,,,,,
CAR2S-20-STR-BL,VIVE 20A RECP SNGL TR,BLACK,784276222044             ,10,207.00,113.85,2022-07-10,230.00,126.50,Ships in 2-3 weeks,,,,,,,,
CAR2S-20-STR-LA,VIVE 20A RECP SNGL TR,LTALMD,784276222037             ,10,207.00,113.85,2022-07-10,230.00,126.50,Ships in 2-3 weeks,,,,,,,,
CAR2S-20-STR-WH,VIVE 20A RECP SNGL TR,WHITE,784276222013             ,10,207.00,113.85,2022-07-10,230.00,126.50,Ships in 2-3 weeks,,,,,,,,
CARS-15-TR-AL,CLARO 15A RECP TMP RST,CA 15A TAMPER RESIST RECP-CARS-15-TR-AL,027557618472             ,10,15.00,7.50,2022-07-10,16.50,8.25,Ships in 2-3 weeks,,,,,,,,
CARS-15-TR-BL,CLARO 15A RECP TMP RST,CA 15A TAMPER RESIST RECP-CARS-15-TR-BL,027557618489             ,2,15.00,7.50,2022-07-10,16.50,8.25, Ships in 2 business days,,,,,,,,
CARS-15-TR-BR,CLARO 15A RECP TMP RST,CA 15A TAMPER RESIST RECP-CARS-15-TR-BR,027557618496             ,2,15.00,7.50,2022-07-10,16.50,8.25,Ships in 1-2 weeks,,,,,,,,
CARS-15-TR-GR,CLARO 15A RECP TMP RST,CA 15A TAMPER RESIST RECP-CARS-15-TR-GR,027557618502             ,2,15.00,7.50,2022-07-10,16.50,8.25, Ships in 2 business days,,,,,,,,
CARS-15-TR-IV,CLARO 15A RECP TMP RST,CA 15A TAMPER RESIST RECP-CARS-15-TR-IV,027557618519             ,2,15.00,7.50,2022-07-10,16.50,8.25,Ships in 1-2 weeks,,,,,,,,
CARS-15-TR-LA,CLARO 15A RECP TMP RST,CA 15A TAMPER RESIST RECP-CARS-15-TR-LA,027557618298             ,10,15.00,7.50,2022-07-10,16.50,8.25,Ships in 2-3 weeks,,,,,,,,
CARS-15-TR-WH,CLARO 15A RECP TMP RST,CA 15A TAMPER RESIST RECP-CARS-15-TR-WH,027557618267             ,2,15.00,7.50,2022-07-10,16.50,8.25, Ships in 2 business days,,,,,,,,
C-CBL-216-GR-1,ECOSYSTEM 2 CONDUCTOR NON-PLEN,ECOSYSTEM 2 CONDUCTOR NON-C-CBL-216-GR-1,027557547611             ,10,1290.00,645.00,2022-07-10,1680.00,840.00,Ships in 2-3 weeks,,,,,,,,
C-CBL-522S-WH-1,ECOSYSTEM 5 CONDUCTOR,ECOSYSTEM 5 CONDUCTOR-C-CBL-522S-WH-1,027557271301             ,5,1820.00,910.00,2022-07-10,2370.00,1185.00,Ships in 1-2 weeks,,,,,,,,
CFL-BEA-BK,CFL ENCLOSURE ADAPTER,CFL ENCLOSURE ADAPTER-CFL-BEA-BK,027557794848             ,5,23.50,11.75,2022-07-10,31.00,15.50,Ships in 1-2 weeks,,,,,,,,
CFL-JBA-FAB,JUNCTION BOX ADAPTER KIT,JUNCTION BOX ADAPTER KIT-CFL-JBA-FAB,027557616645             ,5,25.00,12.50,2022-07-10,33.00,16.50,Ships in 1-2 weeks,,,,,,,,
CON-1B-WH,CLARO 50-OHM BNC JACK,SINGLE PACK BNC JACK-CON-1B-WH,027557062091             ,2,16.70,8.35,2022-07-11,16.70,8.35,Ships in 1-2 weeks,,,,,,,,
CON-1C-BL,CLARO 75-OHM COAXIAL CABLE JCK,SINGLE CABLE JACK BL-CON-1C-BL,027557263337             ,2,10.00,5.00,2022-07-11,10.00,5.00,Ships in 1-2 weeks,,,,,,,,
CON-1C-WH,CLARO 75-OHM COAXIAL CABLE JCK,SINGLE PACK CABLE JACK-CON-1C-WH,027557062084             ,10,10.00,5.00,2022-07-11,10.00,5.00,Ships in 2-3 weeks,,,,,,,,
