Manufacturer,UPC,Catalog Number,Description,Carton QTY,Unit Measure, List Price , Net Price ,Special Net Price,Special Net Price 2,Special Net Price 3
Morris,601986510141,51014,50115 Blade Replacement,1,Piece, $56.52 ,,,,
Morris,601986520904,52090,6 Pack 1000V Screwdrivers,1,Set, $32.52 ,,,,
Morris,601986522007,52200,"25' X 1"" Tape Measure",1,Piece, $5.52 ,,,,
Morris,601986522373,52237,11ft Fiberglass Fish Stick,1,Piece, $26.64 ,,,,
Morris,601986522380,52238,33ft Fiberglass Fish Stick,1,Piece, $47.97 ,,,,
Morris,601986522397,52239,3pk of Tips Only Ring Hook Ext,1,Pack, $13.33 ,,,,
Morris,601986522403,52240,50 Ft Steel Fish Tape,1,Piece, $25.36 ,,,,
Morris,601986522427,52242,100 Ft Steel Fish Tape,1,Piece, $43.27 ,,,,
Morris,601986522441,52244,200 Ft Steel Fish Tape,1,Piece, $68.64 ,,,,
Morris,601986522472,52247,Steel Tape Leader,1,Piece, $7.00 ,,,,
Morris,601986522526,52252,50' Fiberglass Fish Tape,1,Piece, $104.25 ,,,,
Morris,601986522533,52253,100' Fiberglass Fish Tape,1,Piece, $127.85 ,,,,
Morris,601986522540,52254,150'  Fiberglass Fish Tape,1,Piece, $149.10 ,,,,
Morris,601986522557,52255,200' Fiberglass Fish Tape,1,Piece, $168.22 ,,,,
Morris,601986522564,52256,260' Fiberglass Fish Tape,1,Piece, $181.67 ,,,,
Morris,601986522571,52257,Fiberglass Leader,1,Piece, $5.00 ,,,,
Morris,601986522588,52258,Fiberglass Repair Kit,1,Piece, $10.01 ,,,,
Morris,601986522601,52260,100' Rattlesnake Fish Tape,1,Piece, $75.37 ,,,,
Morris,601986522625,52262,"6"" Rattlesnake Leader",1,Piece, $7.27 ,,,,
Morris,601986523004,52300,PVC Heating Blanket 1-1/2,1,Piece, $248.31 ,,,,
Morris,601986523011,52301,"PVC Heating Blanket 2"" to 4",1,Piece, $477.93 ,,,,
Morris,601986523110,52311,"1/2"" PVC Bender",1,Piece, $28.76 ,,,,
Morris,601986523127,52312,"3/4"" PVC Bender",1,Piece, $33.88 ,,,,
Morris,601986523134,52313,"1"" PVC Bender",1,Piece, $42.34 ,,,,
Morris,601986523141,52314,"1-1/4"" PVC Bender",1,Piece, $52.00 ,,,,
Morris,601986530002,53000,Safety Glasses,1,Piece, $5.86 ,,,,
Morris,601986530200,53020,Clear Safety Glasses,1,Piece, $5.86 ,,,,
Morris,601986532167,53216,Ear Muffs,1,Piece, $11.77 ,,,,
Morris,601986532266,53226,Large Back Support,1,Piece, $19.61 ,,,,
Morris,601986532280,53228,Xtra Large Back Support,1,Piece, $19.61 ,,,,
Morris,601986532327,53232,Reflective Vest,1,Piece, $27.48 ,,,,
Morris,601986532402,53240,Yellow Hard Hat,1,Piece, $11.77 ,,,,
Morris,601986532426,53242,White Hard Hat,1,Piece, $11.77 ,,,,
Morris,601986532440,53244,Blue Hard Hat,1,Piece, $11.77 ,,,,
Morris,601986532525,53252,Non Toxic Dust Mask (10/set),1,Pack, $2.73 ,,,,
Morris,601986532549,53254,Toxic Type Dust Mask (3/set),1,Pack, $5.86 ,,,,
Morris,601986532563,53256,Disposable Surgical Mask ,1,Pack, $0.05 ,,,,
Morris,601986532624,53262,First Aid Kit,1,Piece, $31.92 ,,,,
Morris,601986532648,53264,2# Bag of Rags,1,Piece, $11.15 ,,,,
Morris,601986542166,54216,6 Piece Screwdriver Set,1,Piece, $26.78 ,,,,
Morris,601986542180,54218,7 Piece Nut Driver Set,1,Set, $45.54 ,,,,
Morris,601986542326,54232,7 Pc 1000V Precision Scrwdrvr,1,Set, $26.76 ,,,,
Morris,601986542364,54236,10 Pc High Impact Screwdrivers,1,Set, $68.32 ,,,,
Morris,601986543729,54372,Scissors/Knife w/Pouch,1,Set, $29.49 ,,,,
Morris,601986544269,54426,Curved Handle Wire Stripper,1,Piece, $14.33 ,,,,
Morris,601986544283,54428,Wire Stripper/Bolt Cutter,1,Piece, $15.49 ,,,,
Morris,601986544306,54430,Wire Stripper/Bolt Cut/Crimp,1,Piece, $18.51 ,,,,
Morris,601986544320,54432,12/2-14/2 Romex Stripper,1,Piece, $20.06 ,,,,
Morris,601986544450,54445,Coax Compression Crimper,1,Piece, $111.14 ,,,,
Morris,601986544504,54450,Non Insulated Terminal Crimper,1,Piece, $42.71 ,,,,
Morris,601986544511,54451,Insul & Non Insul Term Crimper,1,Piece, $212.31 ,,,,
Morris,601986544719,54471,Cooper Crimp Sleeve Crimper,1,Piece, $48.01 ,,,,
Morris,601986544726,54472,RJ22 & RJ11 & RJ45 Crimper,1,Piece, $57.29 ,,,,
Morris,601986544733,54473,Insulated Term Crimper 22-10,1,Piece, $48.01 ,,,,
Morris,601986544740,54474,Ins Disconnect Crimper 22-10,1,Piece, $48.01 ,,,,
Morris,601986544757,54475,Insulated Term Crimper 26-16,1,Piece, $48.01 ,,,,
Morris,601986544764,54476,Non Ins Term Crimper 22-8,1,Piece, $48.01 ,,,,
Morris,601986544788,54478,Amp Style Flag Crimper 22-14,1,Piece, $48.01 ,,,,
Morris,601986544795,54479,Heat Shrink Term Crimper 22-10,1,Piece, $48.01 ,,,,
Morris,601986544801,54480,Cord End Crimper 22-10,1,Piece, $53.97 ,,,,
Morris,601986544818,54481,Cord End Crimper 10-6,1,Piece, $48.01 ,,,,
Morris,601986545143,54514,CAT3/CAT5e/CAT6 UTP/STP Strip Tool,1,Piece, $6.24 ,,,,
Morris,601986545181,54518,UTP/STP Flat Cbl Strip Cut Tool,1,Piece, $21.87 ,,,,
Morris,601986545198,54519,Coax Strippers RG7 & RG11,1,Piece, $23.20 ,,,,
Morris,601986545624,54562,Punch Down Tool w/110 Blade,1,Piece, $52.03 ,,,,
Morris,601986545648,54564,66 Blade,1,Piece, $17.32 ,,,,
Morris,601986545655,54565,110 Blade,1,Piece, $17.32 ,,,,
Morris,601986546249,54624,Pocket Knife -Sheepfoot Blade,1,Piece, $12.44 ,,,,
Morris,601986546904,54690,Heat Gun,1,Piece, $85.41 ,,,,
Morris,601986570404,57040,DMM w/Holster & Temp,1,Piece, $34.26 ,,,,
Morris,601986572002,57200,Clamp DMM 400A w/Temp,1,Piece, $64.45 ,,,,
Morris,601986573160,57316,Network Cable Tester,1,Piece, $43.09 ,,,,
Morris,601986590105,59010,Circuit Tester 80-500V,1,Piece, $3.78 ,,,,
Morris,601986590204,59020,Circuit Tester 90-300V,1,Piece, $3.78 ,,,,
Morris,601986590303,59030,Circuit Tester 5-50V,1,Piece, $2.84 ,,,,
Morris,601986590402,59040,Screwdriver Probe 80-250V,1,Piece, $2.67 ,,,,
Morris,601986590709,59070,4 Way Circuit Tester,1,Piece, $5.76 ,,,,
Morris,601986590808,59080,3 Wire Receptacle Tester,1,Piece, $4.47 ,,,,
Morris,601986590907,59090,GFI Receptacle Tester,1,Piece, $7.23 ,,,,
Morris,601986591003,59100,Solenoid Volt/Cont Tester,1,Piece, $45.40 ,,,,
Morris,601986591102,59110,Non Contact Power Detector,1,Piece, $8.93 ,,,,
Morris,601986591126,59112,Non Contact Power Detector,1,Piece, $9.51 ,,,,
Morris,601986600002,60000,"7Milx3/4""x60' PVC Tape Black",1,Piece, $0.89 ,,,,
Morris,601986600101,60010,"7Milx3/4""x60' PVC Tape Red",1,Piece, $0.92 ,,,,
Morris,601986600200,60020,"7Milx3/4""x60' PVC Tape White",1,Piece, $0.92 ,,,,
Morris,601986600309,60030,"7Milx3/4""x 60' PVC Tape Yellow",1,Piece, $0.92 ,,,,
Morris,601986600408,60040,7Milx3/4x60' PVC Tape Green,1,Piece, $0.92 ,,,,
Morris,601986600507,60050,"7Milx3/4""x60' PVC Tape Blue",1,Piece, $0.92 ,,,,
Morris,601986600606,60060,"7Milx3/4""x60' PVC Tape Brown",1,Piece, $0.92 ,,,,
Morris,601986600705,60070,"7Milx3/4""x60' PVC Tape Orange",1,Piece, $0.92 ,,,,
Morris,601986600804,60080,"7Milx3/4""x60' PVC Tape Gray",1,Piece, $0.92 ,,,,
Morris,601986600903,60090,"7Milx3/4""x60' PVC Tape Purple",1,Piece, $0.92 ,,,,
Morris,601986601009,60100,"7Milx3/4""x66' Comm Tape Black",1,Piece, $1.61 ,,,,
Morris,601986601108,60110,"7Milx3/4""x66' Prof Tape Black",1,Piece, $3.15 ,,,,
Morris,601986601115,60111,"7Milx3/4""x66' Prof Tape Red",1,Piece, $3.57 ,,,,
Morris,601986601122,60112,"7Milx3/4""x66' Prof Tape White",1,Piece, $3.57 ,,,,
Morris,601986601139,60113,"7Milx3/4""x66' Prof Tape Yellow",1,Piece, $3.57 ,,,,
Morris,601986601146,60114,"7Milx3/4""x66' Prof Tape Green",1,Piece, $3.57 ,,,,
Morris,601986601153,60115,"7Milx3/4""x66' Prof Tape Blue",1,Piece, $3.57 ,,,,
Morris,601986601160,60116,"7Milx3/4""x66' Prof Tape Brown",1,Piece, $3.57 ,,,,
Morris,601986601177,60117,"7Milx3/4""x66' Prof Tape Orange",1,Piece, $3.57 ,,,,
Morris,601986601184,60118,"7Milx3/4""x66' Prof Tape Gray",1,Piece, $3.57 ,,,,
Morris,601986601900,60190,"1.88"" x 50Yds Cloth Duct Tape",1,Piece, $5.19 ,,,,
Morris,601986601955,60195,"1.88"" x 50Yds Cloth Duct Tape",1,Piece, $5.85 ,,,,
Morris,601986602006,60200,"8.5Milx3/4""x66' Comm Tape Blk",1,Piece, $2.09 ,,,,
Morris,601986602020,60202,"8.5Milx2""x66' Comm Tape Blk",1,Piece, $5.65 ,,,,
Morris,601986602051,60205,"8.5MILx3/4""x66' Prof Tape Blk",1,Piece, $4.18 ,,,,
Morris,601986602068,60206,"8.5Milx2""x66' Prof Tape Blk",1,Piece, $10.03 ,,,,
Morris,601986602075,60207,"8.5Milx2""x108' Prof Tape Blk",1,Piece, $16.15 ,,,,
Morris,601986602105,60210,"3/4""x 60Ft Friction Tape",1,Piece, $3.34 ,,,,
Morris,601986602129,60212,"2""x 60Ft Friction Tape",1,Piece, $10.56 ,,,,
Morris,601986602204,60220,"3/4""x 22Ft x 30mm Rubber Tape",1,Piece, $3.36 ,,,,
Morris,601986602228,60222,"2""x 22Ft x 30mm Rubber Tape",1,Piece, $9.35 ,,,,
Morris,601986602402,60240,"3.75""x10' Insulating Mastic",1,Piece, $26.26 ,,,,
Morris,601986602440,60244,"3.75""x6.5"" Mastic Pad",1,Piece, $6.14 ,,,,
Morris,601986602501,60250,"30Milx3/4""x30' Rubber Tape",1,Piece, $11.13 ,,,,
Morris,601986602525,60252,"30Milx1.5""x30' Rubber Tape",1,Piece, $22.22 ,,,,
Morris,601986602600,60260,"1""x15' Tin Copper Shield Tape",1,Piece, $12.90 ,,,,
Morris,601986602709,60270,"10Milx2""x100' Pipe Wrap",1,Piece, $5.47 ,,,,
Morris,601986602723,60272,"20Milx2""x100' Pipe Wrap",1,Piece, $9.35 ,,,,
Morris,601986602808,60280,"5Milx3/4""x66' Wire Harn Vinyl",1,Piece, $0.88 ,,,,
Morris,601986602914,60291,"Clear Pckging Tape 1.88""x109Yds",1,Piece, $2.18 ,,,,
Morris,601986602952,60295,"3/4"" x 60Yds Strapping Tape",1,Piece, $4.14 ,,,,
Morris,601986670005,67000,14-8 UF Underground Kit,1,Kit, $9.69 ,,,,
Morris,601986670012,67001,14-8 UF Stretcher Kit,1,Kit, $27.22 ,,,,
Morris,601986670029,67002,8-2 Dual Rated Butt Splice Kit,1,Kit, $6.53 ,,,,
Morris,601986670036,67003,8-2/0 Cu/Al Butt Splice Kit,1,Kit, $8.47 ,,,,
Morris,601986670043,67004,6-1/0 Cu/Al Butt Splice Kit,1,Kit, $7.24 ,,,,
Morris,601986670050,67005,3/0-250MCM Cu/Al Splice Kit,1,Kit, $15.32 ,,,,
Morris,601986670067,67006,3/0-250MCM Butt Splice Kit,1,Kit, $18.10 ,,,,
Morris,601986670203,67020,Resin Splice Kit Stub & Branch,1,Kit, $19.83 ,,,,
Morris,601986670227,67022,Resin Splice Kit Stub & Branch,1,Kit, $21.64 ,,,,
Morris,601986670241,67024,Resin Splice Kit #18-4/0 Inlin,1,Kit, $24.44 ,,,,
Morris,601986670265,67026,Resin Splice Kit #8-4/0 Inline,1,Kit, $46.15 ,,,,
Morris,601986670289,67028,Resin Splice Kit 1/0-750 Inlin,1,Kit, $202.09 ,,,,
Morris,601986670524,67052,FSS20 2/0 Flood Seal Cover,1,Kit, $8.55 ,,,,
Morris,601986670531,67053,FSS350 350 Flood Seal Cover,1,Kit, $8.55 ,,,,
Morris,601986670562,67056,UF3410 Inline SpliceKit 4Screw,1,Kit, $44.30 ,,,,
Morris,601986670586,67058,USK350 FloodSeal Splice 2Screw,1,Kit, $29.91 ,,,,
Morris,601986670609,67060,UH-11 350FloodSeal Splice 4Scw,1,Kit, $46.99 ,,,,
Morris,601986670623,67062,SL3-2K Y Street Light Kit,1,Kit, $25.39 ,,,,
Morris,601986670647,67064,SLK StreetLight Kit Fused,1,KIt, $34.05 ,,,,
Morris,601986670654,67065,SDK StreetLt Kit NonFused,1,KIt, $34.05 ,,,,
Morris,601986670661,67066,FYU Y StreetLt Kit Fused,1,KIt, $61.91 ,,,,
Morris,601986670678,67067,DYU Y StreetLt Kit Non-Fused,1,KIt, $61.91 ,,,,
Morris,601986670906,67090,10.5oz Tube Firestop,1,Piece, $9.12 ,,,,
Morris,601986680042,68004,".400""-.150"" 12-8 Heat Shrink",1,Piece, $3.85 ,,,,
Morris,601986680080,68008,".750""-.24"" 6-2 Heat Shrink",1,Piece, $4.17 ,,,,
Morris,601986680110,68011,"1.10""-.35"" 1-4/0Heat Shrink 6""",1,Piece, $4.64 ,,,,
Morris,601986680127,68012,"1.10""-.35""1-4/0Heat Shrink 12""",1,Piece, $5.59 ,,,,
Morris,601986680158,68015,"1.50""-.47"" 2/0-350 Heat Shrink",1,Piece, $10.80 ,,,,
Morris,601986680202,68020,"2.00""-.63"" 250-500 Heat Shrink",1,Piece, $16.84 ,,,,
Morris,601986680226,68022,".400""-.150"" 12-8 Heat Shrink",1,Piece, $30.90 ,,,,
Morris,601986680233,68023,".750""-.24"" 6-2 Heat Shrink",1,Piece, $33.51 ,,,,
Morris,601986680240,68024,"1.10""-.35"" 1-4/0 Heat Shrink",1,Piece, $43.25 ,,,,
Morris,601986680257,68025,"1.50""-.47"" 2/0-350 Heat Shrink",1,Piece, $64.65 ,,,,
Morris,601986680264,68026,"2.00""-.63"" 250-500 Heat Shrink",1,Piece, $67.88 ,,,,
Morris,601986680301,68030,".078-.029 Heat Shrink 6"" Black",50,Piece, $0.35 ,,,,
Morris,601986680325,68032,".098-.039 Heat Shrink 6"" Black",50,Piece, $0.37 ,,,,
Morris,601986680349,68034,".137-.059 Heat Shrink 6"" Black",50,Piece, $0.42 ,,,,
Morris,601986680363,68036,".211-.098 Heat Shrink 6"" Black",10,Piece, $0.44 ,,,,
Morris,601986680387,68038,".250-.117 Heat Shrink 6"" Black",10,Piece, $0.47 ,,,,
Morris,601986680400,68040,".367-.176 Heat Shrink 6"" Black",10,Piece, $0.49 ,,,,
Morris,601986680424,68042,".484-.234 Heat Shrink 6"" Black",10,Piece, $0.57 ,,,,
Morris,601986680448,68044,".827-.390 Heat Shrink 6"" Black",10,Piece, $0.92 ,,,,
Morris,601986680462,68046,"1.26-.590 Heat Shrink 6"" Black",10,Piece, $1.73 ,,,,
Morris,601986680509,68050,.078-.029 Ht Shrink 660' Black,1,Piece, $108.28 ,,,,
Morris,601986680523,68052,.098-.039 Ht Shrink 660' Black,1,Piece, $122.80 ,,,,
Morris,601986680547,68054,.137-.059 Ht Shrink 660' Black,1,Piece, $157.64 ,,,,
Morris,601986680561,68056,.211-.098 Ht Shrink 330' Black,1,Piece, $115.49 ,,,,
Morris,601986680585,68058,.250-.117 Ht Shrink 330' Black,1,Piece, $146.10 ,,,,
Morris,601986680608,68060,.367-.176 Ht Shrink 165' Black,1,Piece, $82.52 ,,,,
Morris,601986680622,68062,.484-.234 Ht Shrink 165' Black,1,Piece, $105.08 ,,,,
Morris,601986680646,68064,.827-.390 Ht Shrink 165' Black,1,Piece, $173.40 ,,,,
Morris,601986680660,68066,1.26-.590 Ht Shrink 165' Black,1,Piece, $362.52 ,,,,
Morris,601986680721,68072,.078-.029 Heat Shrink 4' Black,1,Piece, $1.09 ,,,,
Morris,601986680745,68074,.098-.039 Heat Shrink 4' Black,1,Piece, $1.20 ,,,,
Morris,601986680769,68076,.137-.059 Heat Shrink 4' Black,1,Piece, $1.48 ,,,,
Morris,601986680783,68078,.211-.098 Heat Shrink 4' Black,1,Piece, $2.07 ,,,,
Morris,601986680806,68080,.250-.117 Heat Shrink 4' Black,1,Piece, $2.36 ,,,,
Morris,601986680820,68082,.367-.176 Heat Shrink 4' Black,1,Piece, $3.20 ,,,,
Morris,601986680844,68084,.484-.234 Heat Shrink 4' Black,1,Piece, $4.12 ,,,,
Morris,601986680868,68086,.827-.390 Heat Shrink 4' Black,1,Piece, $7.92 ,,,,
Morris,601986680882,68088,1.26-.590 Heat Shrink 4' Black,1,Piece, $14.51 ,,,,
Morris,601986681124,68112,4' .400 Med Heat Shrink,1,Piece, $17.87 ,,,,
Morris,601986681148,68114,4' .750 Med Heat Shrink,1,Piece, $19.42 ,,,,
Morris,601986681162,68116,4' 1.100 Med Heat Shrink,1,Piece, $24.83 ,,,,
Morris,601986681186,68118,4' 1.300 Med Heat Shrink,1,Piece, $31.36 ,,,,
Morris,601986681209,68120,4' 1.500 Med Heat Shrink,1,Piece, $35.10 ,,,,
Morris,601986681223,68122,4' 1.700 Med Heat Shrink,1,Piece, $37.91 ,,,,
Morris,601986681247,68124,4' 2.050 Med Heat Shrink,1,Piece, $42.15 ,,,,
Morris,601986681261,68126,4' 2.750 Med Heat Shrink,1,Piece, $55.54 ,,,,
Morris,601986681285,68128,4' 3.500 Med Heat Shrink,1,Piece, $92.11 ,,,,
Morris,601986681308,68130,4' 4.700 Med Heat Shrink,1,Piece, $137.93 ,,,,
Morris,601986681322,68132,4' 6.700 Med Heat Shrink,1,Piece, $237.19 ,,,,
Morris,601986681421,68142,50' .400 Med Heat Shrink,1,Piece, $179.74 ,,,,
Morris,601986681445,68144,25' .750 Med Heat Shrink,1,Piece, $96.67 ,,,,
Morris,601986681469,68146,25' 1.100 Med Heat Shrink,1,Piece, $123.21 ,,,,
Morris,601986681483,68148,50' 1.500 Med Heat Shrink,1,Piece, $351.13 ,,,,
Morris,601986681506,68150,50' 1.700 Med Heat Shrink,1,Piece, $398.68 ,,,,
Morris,601986681520,68152,25' 2.050 Med Heat Shrink,1,Piece, $223.78 ,,,,
Morris,601986681544,68154,25' 3.500 Med Heat Shrink,1,Piece, $371.50 ,,,,
Morris,601986681568,68156,50' 4.700 Med Heat Shrink,1,Piece," $1,286.97 ",,,,
Morris,601986681629,68162,4' .35-.12 #14-10 Heat Shrink,1,Piece, $21.12 ,,,,
Morris,601986681643,68164,4' .51-.16 #8-6 Heat Shrink,1,Piece, $22.26 ,,,,
Morris,601986681667,68166,4' .75-.24 #6-2 Heat Shrink,1,Piece, $23.12 ,,,,
Morris,601986681681,68168,4' 1.10-.35 #1-350 Heat Shrink,1,Piece, $33.61 ,,,,
Morris,601986681704,68170,4' 1.50-.47 2/0-350 Heat Shrin,1,Piece, $37.48 ,,,,
Morris,601986681728,68172,4' 2.00-.63 250-500 Heat Shrin,1,Piece, $45.52 ,,,,
Morris,601986681742,68174,4' 2.70-.87 600-1000 Ht Shrink,1,Piece, $59.88 ,,,,
Morris,601986681766,68176,4' 3.54-1.18 800-1250 Ht Shrin,1,Piece, $100.37 ,,,,
Morris,601986681780,68178,4' 4.72-1.50 1500-2500 Ht Shrn,1,Piece, $153.26 ,,,,
Morris,601986681827,68182,25' .35-.12 14-10 Heat Shrink,1,Piece, $106.22 ,,,,
Morris,601986681865,68186,25' .75-.24 6-2 Heat Shrink,1,Piece, $114.19 ,,,,
Morris,601986681889,68188,25' 1.10-.35 1-3/0 Heat Shrink,1,Piece, $146.87 ,,,,
Morris,601986681902,68190,25' 1.50-.47 2/0-350 Ht Shrink,1,Piece, $187.58 ,,,,
Morris,601986681926,68192,25' 2.00-.63 250-500 Ht Shrink,1,Piece, $241.99 ,,,,
Morris,601986681940,68194,25' 2.70-.87 600-1000 Ht Shrin,1,Piece, $318.62 ,,,,
Morris,601986681964,68196,25' 3.54-1.18 800-1250 Ht Shri,1,Piece, $428.52 ,,,,
Morris,601986682329,68232,3.5' .75 Heat Shrink Caps,1,Piece, $4.28 ,,,,
Morris,601986682343,68234,4.0'  1.30 Heat Shrink Caps,1,Piece, $5.50 ,,,,
Morris,601986682367,68236,4.5'  1.50 Heat Shrink Caps,1,Piece, $5.94 ,,,,
Morris,601986682381,68238,4.5'  2.05 Heat Shrink Caps,1,Piece, $9.13 ,,,,
Morris,601986682404,68240,5'  2.75 Heat Shrink Caps,1,Piece, $14.78 ,,,,
Morris,601986683029,68302,"Cold Shrink #2-1/0 8""",1,Piece, $14.67 ,,,,
Morris,601986683043,68304,"Cold Shrink 2/0-400 9""",1,Piece, $17.75 ,,,,
Morris,601986683067,68306,"Cold Shrink 500-800 9""",1,Piece, $21.24 ,,,,
Morris,601986683081,68308,"Cold Shrink 500-80012""",1,Piece, $37.93 ,,,,
Morris,601986683104,68310,"Cold Shrink 900-1000 9""",1,Piece, $38.81 ,,,,
Morris,601986683128,68312,"Cold Shrink 1250-2000 9""",1,Piece, $41.27 ,,,,
Morris,601986683203,68320,Thinwall Heat Shrink Kit Color,1,Kit, $14.27 ,,,,
Morris,601986683210,68321,Thinwall Heat Shrink Kit Black,1,Kit, $14.27 ,,,,
Morris,601986683227,68322,".078-.029 Heat Shrink 6"" Clear",50,Piece, $0.35 ,,,,
Morris,601986683234,68323,".098-.039 Heat Shrink 6"" Clear",50,Piece, $0.37 ,,,,
Morris,601986683241,68324,".137-.059 Heat Shrink 6"" Clear",50,Piece, $0.41 ,,,,
Morris,601986683258,68325,".211-.098 Heat Shrink 6"" Clear",10,Piece, $0.44 ,,,,
Morris,601986683265,68326,".250-.117 Heat Shrink 6"" Clear",10,Piece, $0.47 ,,,,
Morris,601986683272,68327,".367-.176 Heat Shrink 6"" Clear",10,Piece, $0.49 ,,,,
Morris,601986683289,68328,".484-.234 Heat Shrink 6"" Clear",10,Piece, $0.57 ,,,,
Morris,601986683296,68329,".827-.390 Heat Shrink 6"" Clear",10,Piece, $0.92 ,,,,
Morris,601986683319,68331,".078-.029 Heat Shrink 6"" Red",50,Piece, $0.35 ,,,,
Morris,601986683326,68332,".098-.039 Heat Shrink 6"" Red",50,Piece, $0.37 ,,,,
Morris,601986683333,68333,".137-.059 Heat Shrink 6"" Red",50,Piece, $0.41 ,,,,
Morris,601986683340,68334,".211-.098 Heat Shrink 6"" Red",10,Piece, $0.44 ,,,,
Morris,601986683357,68335,".250-.117 Heat Shrink 6"" Red",10,Piece, $0.47 ,,,,
Morris,601986683364,68336,".367-.176 Heat Shrink 6"" Red",10,Piece, $0.49 ,,,,
Morris,601986683371,68337,".484-.234 Heat Shrink 6"" Red",10,Piece, $0.57 ,,,,
Morris,601986683388,68338,".827-.390 Heat Shrink 6"" Red",10,Piece, $0.92 ,,,,
Morris,601986683395,68339,"1.26-.590 Heat Shrink 6"" Red",10,Piece, $1.73 ,,,,
Morris,601986683401,68340,".078-.029 Heat Shrink 6"" Green",50,Piece, $0.35 ,,,,
Morris,601986683418,68341,".098-.039 Heat Shrink 6"" Green",50,Piece, $0.37 ,,,,
Morris,601986683425,68342,".137-.059 Heat Shrink 6"" Green",50,Piece, $0.41 ,,,,
Morris,601986683432,68343,".211-.098 Heat Shrink 6"" Green",10,Piece, $0.44 ,,,,
Morris,601986683449,68344,".250-.117 Heat Shrink 6"" Green",10,Piece, $0.47 ,,,,
Morris,601986683456,68345,".367-.176 Heat Shrink 6"" Green",10,Piece, $0.49 ,,,,
Morris,601986683463,68346,".484-.234 Heat Shrink 6"" Green",10,Piece, $0.57 ,,,,
Morris,601986683470,68347,".827-.390 Heat Shrink 6"" Green",10,Piece, $0.92 ,,,,
Morris,601986683487,68348,"1.26-.590 Heat Shrink 6"" Green",10,Piece, $1.73 ,,,,
Morris,601986683494,68349,".078-.029 Heat Shrink 6"" White",50,Piece, $0.35 ,,,,
Morris,601986683500,68350,".098-.039 Heat Shrink 6"" White",50,Piece, $0.37 ,,,,
Morris,601986683517,68351,".137-.059 Heat Shrink 6"" White",50,Piece, $0.42 ,,,,
Morris,601986683524,68352,".211-.098 Heat Shrink 6"" White",10,Piece, $0.44 ,,,,
Morris,601986683531,68353,".250-.117 Heat Shrink 6"" White",10,Piece, $0.47 ,,,,
Morris,601986683548,68354,".367-.176 Heat Shrink 6"" White",10,Piece, $0.49 ,,,,
Morris,601986683555,68355,".484-.234 Heat Shrink 6"" White",10,Piece, $0.57 ,,,,
Morris,601986683562,68356,".827-.390 Heat Shrink 6"" White",10,Piece, $0.92 ,,,,
Morris,601986683579,68357,"1.26-.590 Heat Shrink 6"" White",10,Piece, $1.73 ,,,,
Morris,601986683586,68358,".078-.029 Heat Shrink 6"" Blue",50,Piece, $0.35 ,,,,
Morris,601986683593,68359,".098-.039 Heat Shrink 6"" Blue",50,Piece, $0.37 ,,,,
Morris,601986683609,68360,".137-.059 Heat Shrink 6"" Blue",50,Piece, $0.41 ,,,,
Morris,601986683616,68361,".211-.098 Heat Shrink 6"" Blue",10,Piece, $0.44 ,,,,
Morris,601986683623,68362,".250-.117 Heat Shrink 6"" Blue",10,Piece, $0.47 ,,,,
Morris,601986683630,68363,".367-.176 Heat Shrink 6"" Blue",10,Piece, $0.49 ,,,,
Morris,601986683647,68364,".484-.234 Heat Shrink 6"" Blue",10,Piece, $0.57 ,,,,
Morris,601986683654,68365,".827-.390 Heat Shrink 6"" Blue",10,Piece, $0.92 ,,,,
Morris,601986683661,68366,"1.26-.590 Heat Shrink 6"" Blue",10,Piece, $1.73 ,,,,
Morris,601986683821,68382,.078-.029 Heat Shrink 4' Clear,1,Piece, $1.09 ,,,,
Morris,601986683838,68383,.098-.039 Heat Shrink 4' Clear,1,Piece, $1.19 ,,,,
Morris,601986683845,68384,.137-.059 Heat Shrink 4' Clear,1,Piece, $1.48 ,,,,
Morris,601986683852,68385,.211-.098 Heat Shrink 4' Clear,1,Piece, $2.07 ,,,,
Morris,601986683869,68386,.250-.117 Heat Shrink 4' Clear,1,Piece, $2.36 ,,,,
Morris,601986683876,68387,.367-.176 Heat Shrink 4' Clear,1,Piece, $3.20 ,,,,
Morris,601986683883,68388,.484-.234 Heat Shrink 4' Clear,1,Piece, $4.12 ,,,,
Morris,601986683890,68389,.827-.390 Heat Shrink 4' Clear,1,Piece, $7.92 ,,,,
Morris,601986683913,68391,.078-.029 Heat Shrink 4' Red,1,Piece, $1.08 ,,,,
Morris,601986683920,68392,.098-.039 Heat Shrink 4' Red,1,Piece, $1.19 ,,,,
Morris,601986683937,68393,.137-.059 Heat Shrink 4' Red,1,Piece, $1.48 ,,,,
Morris,601986683944,68394,.211-.098 Heat Shrink 4' Red,1,Piece, $2.07 ,,,,
Morris,601986683951,68395,.250-.117 Heat Shrink 4' Red,1,Piece, $2.36 ,,,,
Morris,601986683968,68396,.367-.176 Heat Shrink 4' Red,1,Piece, $3.20 ,,,,
Morris,601986683975,68397,.484-.234 Heat Shrink 4' Red,1,Piece, $4.12 ,,,,
Morris,601986683982,68398,.827-.390 Heat Shrink 4' Red,1,Piece, $7.92 ,,,,
Morris,601986683999,68399,1.26-.590 Heat Shrink 4' Red,1,Piece, $14.51 ,,,,
Morris,601986684002,68400,.078-.029 Heat Shrink 4' Green,1,Piece, $1.08 ,,,,
